Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip Code,Taxpayer County,Outlet Number,Location Name,Location Address,Location City,Location State,Location Zip Code,Location County,Location Room Capacity,Location Tot Room Receipts,Location Taxable Receipts
32049649729,"ALL SEASONS RENTALS,  INC.                        ","15113 BAT HAWK CIR                      ","AUSTIN              ","TX","78738",227,00022," CROSSING C                                       ","613 HI CIR N                            ","HORSESHOE BAY       ","TX","78657",150,    1,         0.00,         0.00
32046829167,"SPI RENTALS, LLC                                  ","104 W BAHAMA ST STE B                   ","S PADRE ISLE        ","TX","78597",031,00046," SPI RENTALS, LLC - BEACH                         ","6401B BEACH DR                          ","SOUTH PADRE ISLAND  ","TX","78597",031,    1,      5287.33,      5197.00
32015454328,"WILLIAM T HOVESTADT                               ","PO BOX 310279                           ","NEW BRAUNFELS       ","TX","78131",046,00011," W T H INVESTMENTS                                ","777 CLOUD LN                            ","NEW BRAUNFELS       ","TX","78130",094,    1,      9484.00,      9484.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00191,"(LC28) MICHAEL OR DAWN COACH                      ","6877 STATE HIGHWAY 361                  ","PORT ARANSAS        ","TX","78373",178,    1,      2649.00,      2649.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00189,"(LC42) STEVEN GATTO                               ","6877 STATE HIGHWAY 361                  ","PORT ARANSAS        ","TX","78373",178,    1,       915.00,       915.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00155,"(PB 114) TERRY L CARTER                           ","2012 HWY 361 #114                       ","PORT ARANSAS        ","TX","78373",178,    1,         0.00,         0.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00156,"(PB 205) LARRY OR VICKY MURPHY                    ","2012 HWY 361 # 205                      ","PORT ARANSAS        ","TX","78373",178,    1,       735.00,       735.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00194,"(PB101) STEVEN AND MARY MORGAN                    ","2012 HWY 361 #101                       ","PORT ARANSAS        ","TX","78373",178,    1,       910.00,       910.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00192,"(PB202) SANDRA ELROD                              ","2212 STATE HIGHWAY 361 # 202            ","PORT ARANSAS        ","TX","78373",178,    1,         0.00,         0.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00196,"(PB206) LARRY OR VICKEY MURPHY                    ","2122 STATE HIGHWAY 361 # 206            ","PORT ARANSAS        ","TX","78373",178,    1,       135.00,       135.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00190,"(TC301) GERALD OR DONNA HILL                      ","2120 S 11TH ST                          ","PORT ARANSAS        ","TX","78373",178,    1,       700.00,       700.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00197,"(109FD) ANTHONY OR CYNTHIA MARTINEZ               ","109 FIVE DOVE CIR                       ","PORT ARANSAS        ","TX","78373",178,    1,      1875.00,      1875.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00222,"(131 C) NATHAN PAYNE                              ","131 WHITE STREET # C                    ","PORT ARANSAS        ","TX","78373",178,    1,         0.00,         0.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00193,"(1515E) ELAINE TEBBEN                             ","1515 S 11TH ST                          ","PORT ARANSAS        ","TX","78373",178,    1,      1460.00,      1460.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00154,"(230RO) MARK OR VICTORIA LAMBDIN                  ","230 W ROBERTS                           ","PORT ARANSAS        ","TX","78373",178,    1,      1204.00,      1204.00
32009496855,"MARCUS C STARKEY                                  ","PO BOX 1780                             ","PORT ARANSAS        ","TX","78373",178,00224,"(658 AD) LAURA JONES                              ","663 ANCHOR DR                           ","PORT ARANSAS        ","TX","78373",178,    1,      4115.00,      4115.00
