"MB821424","ABI-HAUS                      ","959 N 2ND ST                  ","ABILENE             ","TX","79601","221","          ","2016/08", 000000648.82 
"MB638028","ABILENE BEEHIVE INC           ","442 CEDAR ST STE A            ","ABILENE             ","TX","79601","221","          ","2016/08", 000002253.41 
"MB543114","ABILENE BOWLING LANES INC     ","279 RUIDOSA AVE               ","ABILENE             ","TX","79605","221","          ","2016/08", 000000141.70 
"MB933130","ABILENE CABARET LLC           ","1918 BUTTERNUT ST             ","ABILENE             ","TX","79602","221","          ","2016/08", 000001040.97 
"N 037863","ABILENE COUNTRY CLUB          ","4039 S TREADAWAY BLVD         ","ABILENE             ","TX","79602","221","          ","2016/08", 000001933.75 
"MB200506","ABILENE SEAFOOD TAVERN        ","1882 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2016/08", 000001249.48 
"MB541702","ABUELO'S BEVERAGE CORPORATION ","4782 S 14TH ST                ","ABILENE             ","TX","79605","221","          ","2016/08", 000004047.87 
"MB932373","ACE IN THE HOLE               ","133 EPLENS CT                 ","ABILENE             ","TX","79605","221","          ","2016/08", 000000000.00 
"MB248134","BILLIARDS PLUS                ","5495 S 7TH ST                 ","ABILENE             ","TX","79605","221","          ","2016/08", 000001138.19 
"MB685388","BONZAI JAPANESE STEAK HOUSE   ","1802 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2016/08", 000000560.72 
"MB701733","BREAKERS SPORTS BAR           ","1874 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2016/08", 000004688.39 
"MB937950","BUFFALO WILD WINGS GRILL & BAR","1010 E OVERLAND TRL           ","ABILENE             ","TX","79601","221","          ","2016/08", 000004016.18 
"MB537755","BUFFALO WILD WINGS GRILL AND B","4401 RIDGEMONT DR             ","ABILENE             ","TX","79606","221","          ","2016/08", 000004709.89 
"MB139550","CAHOOTS CATFISH & OYSTER BAR/J","301 S 11TH ST                 ","ABILENE             ","TX","79602","221","          ","2016/08", 000000363.27 
"MB121979","CASA HERRERA                  ","4109 RIDGEMONT DR             ","ABILENE             ","TX","79606","221","          ","2016/08", 000000655.39 
"MB232328","CHILI'S GRILL & BAR           ","4302 S CLACK ST               ","ABILENE             ","TX","79606","221","          ","2016/08", 000002162.02 
"MB163912","CHILIS GRILL & BAR            ","1702 HWY 351                  ","ABILENE             ","TX","79601","221","          ","2016/08", 000002224.80 
"MB580409","COPPER CREEK FINE TEXAS DINING","4401 LOOP 322                 ","ABILENE             ","TX","79602","221","          ","2016/08", 000002127.78 
"MB864640","COURTYARD BY MARRIOTT         ","4350 RIDGEMONT DR             ","ABILENE             ","TX","79606","221","          ","2016/08", 000000227.59 
"MB920982","COURTYARD BY MARRIOTT ABILENE ","2141 SCOTTISH RD              ","ABILENE             ","TX","79601","221","          ","2016/08", 000000516.03 
"MB242211","CYPRESS STREET STATION        ","158 CYPRESS STREET            ","ABILENE             ","TX","79601","221","          ","2016/08", 000000604.67 
"MB847723","DAKOTA'S DIXIE ROSE           ","4417 CRAWFORD DR              ","ABILENE             ","TX","79602","221","          ","2016/08", 000001425.22 
"MB113803","EL CHICO RESTAURANT NO 93     ","4310 BUFFALO GAP RD MALL ABI  ","ABILENE             ","TX","79606","221","          ","2016/08", 000000583.10 
"MB928535","ENCHILADA EXPRESS             ","2134 S 27TH ST                ","ABILENE             ","TX","79605","221","          ","2016/08", 000000218.68 
"N 649815","FAIRWAY OAKS                  ","34 FAIRWAY OAKS BLVD          ","ABILENE             ","TX","79606","221","          ","2016/08", 000001065.36 
"MB817820","FAT BOSS'S PUB                ","216 PINE ST                   ","ABILENE             ","TX","79601","221","          ","2016/08", 000002442.68 
"MB845988","FUZZY'S TACO SHOP             ","3351 TURNER PLZ STE 100-N     ","ABILENE             ","TX","79606","221","          ","2016/08", 000005855.80 
"MB773858","GENGHIS GRILL - THE MONGOLIAN ","4438 S CLACK ST               ","ABILENE             ","TX","79606","221","          ","2016/08", 000000000.00 
"MB169630","GUITARS & CADILLACS           ","3881 VINE ST                  ","ABILENE             ","TX","79602","221","          ","2016/08", 000006894.36 
"MB863880","HILTON GARDEN INN - ABILENE   ","4449 RIDGEMONT DR             ","ABILENE             ","TX","79606","221","          ","2016/08", 000000643.80 
"MB934293","HOLIDAY INN ABILENE           ","3525 W LAKE RD                ","ABILENE             ","TX","79601","221","          ","2016/08", 000000000.00 
"MB926397","HOUR GLASS                    ","1532 BUTTERNUT ST             ","ABILENE             ","TX","79602","221","          ","2016/08", 000001390.85 
"MB762951","JACK RABBIT SLIMS             ","833 US HIGHWAY 80 E           ","ABILENE             ","TX","79601","221","          ","2016/08", 000001008.48 
"MB936922","LEGACY BAR                    ","3450 S CLACK ST               ","ABILENE             ","TX","79606","221","          ","2016/08", 000001226.43 
"MB621143","LOGAN'S ROADHOUSE             ","3126 S CLACK ST               ","ABILENE             ","TX","79606","221","          ","2016/08", 000001546.49 
"MB748531","LONESTAR                      ","541 ARNOLD BLVD               ","ABILENE             ","TX","79605","221","          ","2016/08", 000000811.77 
"MB415595","LYTLE LAND & CATTLE CO        ","1150 E SOUTH 11TH ST          ","ABILENE             ","TX","79602","221","          ","2016/08", 000002385.06 
"MB723936","MARTIN D DENSON VFW POST 6873 ","1049 VETERANS DRIVE           ","ABILENE             ","TX","79605","221","          ","2016/08", 000001363.58 
"MB827443","MC SPORTS BAR AND TAQUERIA    ","4025 N 1ST ST                 ","ABILENE             ","TX","79603","221","          ","2016/08", 000001478.08 
"MB882946","MI BARRIO TEJANO              ","2902 N 2ND ST                 ","ABILENE             ","TX","79603","221","          ","2016/08", 000000671.94 
"MB887649","MIGUEL'S MEX TEX CAFE         ","3001 S DANVILLE DR            ","ABILENE             ","TX","79605","221","          ","2016/08", 000003163.74 
"MB409136","MY PLACE                      ","5695 S 1ST ST - ROYAL INN     ","ABILENE             ","TX","79605","221","          ","2016/08", 000000588.46 
"MB457521","OUTBACK STEAKHOUSE            ","4142 RIDGEMONT DR             ","ABILENE             ","TX","79606","221","          ","2016/08", 000001895.96 
"NE162922","PARRAMORE POST NO 57, THE AMER","302 E SOUTH 11TH ST           ","ABILENE             ","TX","79602","221","          ","2016/08", 000000470.07 
"MB888801","PUBLIC HAUS                   ","173 PINE ST                   ","ABILENE             ","TX","79601","221","          ","2016/08", 000000861.68 
"MB859578","R SPORTS BAR & GRILL          ","2534 S TREADAWAY BLVD         ","ABILENE             ","TX","79602","221","          ","2016/08", 000002732.72 
"MB123077","RED LOBSTER RESTAURANT #282   ","1280 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2016/08", 000000906.10 
"MB949529","RED ROBIN #445                ","3549 CATCLAW DR               ","ABILENE             ","TX","79606","221","          ","2016/08", 000000889.82 
"MB817882","RED ROBIN ABILENE #445        ","3549 CATCLAW DR               ","ABILENE             ","TX","79606","221","          ","2016/08", 000000000.00 
"MB817882","RED ROBIN ABILENE #445        ","3549 CATCLAW DR               ","ABILENE             ","TX","79606","221","          ","2016/09", 000000000.00 
"MB780540","ROSA'S CAFE & TORTILLA FACTORY","1026 N JUDGE ELY BLVD         ","ABILENE             ","TX","79601","221","          ","2016/08", 000000108.67 
"MB566646","ROSA'S CAFE #21               ","3333 CATCLAW DR               ","ABILENE             ","TX","79606","221","          ","2016/08", 000000247.83 
"MB772772","SHIRTS AND SKINS BAR & GRILL/F","2074 BUTTERNUT ST             ","ABILENE             ","TX","79602","221","          ","2016/08", 000000000.00 
